page_id	status_id	link_name	status_published	num_reactions
Upworthy	354522044588660_1062929583747899	A donor gave $100,000 to the Girl Scouts to exclude 1 group of girls. They gave it right back.	2015-08-02 10:01:00	8273
Upworthy	354522044588660_1062941807080010	Firefighters touched by waitress' generous act	2015-08-02 08:31:01	14097
Upworthy	354522044588660_1062360690471455	Tired Of Sad Faces, Boy Collects Smiles After Losing His Parents	2015-08-02 04:01:01	6847
Upworthy	354522044588660_1062941443746713	Ruth Bader Ginsburg Calls 'Choice' An Empty Concept For Poor Women	2015-08-02 00:31:00	16040
Upworthy	354522044588660_1062761500431374	A search engine like Google, except for one small detail: It plants trees!	2015-08-01 22:03:01	6221
Upworthy	354522044588660_1062361390471385	Americans report improved health, better healthcare: study	2015-08-01 20:01:00	2977
Upworthy	354522044588660_1062907023750155	Amy's Drive Thru is changing the fast food game — one vegan mac 'n' cheese at a time.	2015-08-01 19:00:01	19096
Upworthy	354522044588660_1062361077138083	Incredible! Street Artists Transform Crime-ridden Mexican Neighborhood Into Spectacular Mural	2015-08-01 18:01:00	15462
Upworthy	354522044588660_1062905390416985	Sure looks like these monkeys are domesticating wild wolves. What's the deal?	2015-08-01 17:02:00	7876
Upworthy	354522044588660_1062903790417145	Harvard psychologists have been studying what it takes to raise 'good' kids. Here are 6 tips.	2015-08-01 15:04:00	24150
Upworthy	354522044588660_1063428490364675	Some find this former NBA athlete's latest career move shocking. He just wants you be happy for him.	2015-08-01 13:39:28	1281
Upworthy	354522044588660_1062978183743039	Here's why pot advocates are loving D.A.R.E.'s recent Internet flub.	2015-08-01 13:01:00	2416
Upworthy	354522044588660_1062882273752630	Upworthy	2015-08-01 11:02:00	11575
Upworthy	354522044588660_1062342720473252	A brother and sister in the Philippines invented a lamp that runs entirely on metal and salt water.	2015-08-01 10:01:01	11257
Upworthy	354522044588660_1062360590471465	VidCon Is So Much More Than A 'Scream Fest' Of Girls Chasing Down YouTube Stars	2015-08-01 08:31:00	253
Upworthy	354522044588660_1062360427138148	Why It Might Be Time to Treat Child Poverty Like a Medical Condition	2015-08-01 00:31:00	4716
Upworthy	354522044588660_1062360343804823	Lego-Inspired Homes Could Be the Future of Disaster Relief	2015-07-31 20:00:01	2943
Upworthy	354522044588660_1062930440414480	They showed these kids current and past pictures of Caitlyn Jenner. Here's their reaction.	2015-07-31 19:01:00	7114
Upworthy	354522044588660_1062360213804836	'Where Love is Illegal' Instagram account documents same-sex marriage in a bold way	2015-07-31 18:01:01	1750
Upworthy	354522044588660_1062903720417152	President Obama wants the U.S. to build the world's fastest computer. And he's not asking.	2015-07-31 17:01:00	5591
Upworthy	354522044588660_1062202187153972	The world's full of fun, positive stories — but we never hear them. This couple's out to fix that.	2015-07-31 16:01:00	4358
Upworthy	354522044588660_1062256910481833	A short comic strip explains how our double standard about feelings hurts men, too.	2015-07-31 15:05:00	3837
Upworthy	354522044588660_1062748213766036	Celebrate doggies on National Mutt Day	2015-07-31 14:00:01	3715
Upworthy	354522044588660_1062819617092229	What happened when #ShellNo protestors went toe-to-toe with Big Oil in a daring standoff	2015-07-31 13:30:32	3047
Upworthy	354522044588660_1062758790431645	Homeless people aren't safe sleeping on streets. That's why these 'parasitic pods' are so fantastic.	2015-07-31 12:35:04	18151
Upworthy	354522044588660_1062747440432780	How Google plans to use 13 balloons to bring Internet access to every person in Sri Lanka.	2015-07-31 12:00:01	3374
Upworthy	354522044588660_1062324930475031		2015-07-31 11:03:00	12882
Upworthy	354522044588660_1062247800482744	Being aware of things like a tiny green frog on the label of your chocolate makes a big difference.	2015-07-31 10:04:00	4187
Upworthy	354522044588660_1062382180469306	Does cancer follow the rules of math? This scientist certainly thinks so — and she's onto something.	2015-07-31 10:01:01	5752
Upworthy	354522044588660_1062359187138272	Homeless People Plant a Huge Organic Garden, and Feed an Entire Shelter	2015-07-31 08:31:01	86943
Upworthy	354522044588660_1062358910471633	Would You Live in an Egg to Be More Eco-Friendly?	2015-07-31 01:01:00	1209
Upworthy	354522044588660_1062324020475122	WAIT? Being A Working Mom Might Help My Kids? Staying At Home Might ALSO Help My Kids?	2015-07-31 00:01:01	8430
Upworthy	354522044588660_1062306593810198	When this CEO sold his company, he gave his longtime employees an average bonus of $237,000 each.	2015-07-30 22:01:00	35500
Upworthy	354522044588660_1061836183857239	A Cleaner, Quieter Way to Watch Whales	2015-07-30 20:03:01	1540
Upworthy	354522044588660_1062347450472779	5 miraculous Amber Alert rescues that prove heroes are everywhere.	2015-07-30 19:04:17	5549
Upworthy	354522044588660_1061836070523917	Big Food and Small Farms Plan to Break Bread in Milan	2015-07-30 18:03:00	952
Upworthy	354522044588660_1062199640487560	When these Nigerians are asked what their country is like, their answers come easily.	2015-07-30 17:01:01	1825
Upworthy	354522044588660_1062140867160104	A 2009 police encounter nearly cost this Denver teen his life. He's alive and telling his story.	2015-07-30 15:09:01	4032
Upworthy	354522044588660_1062142797159911	What most people have missed about the poaching of Cecil the lion: There's someone else to blame.	2015-07-30 14:05:01	15010
Upworthy	354522044588660_1061749777199213	A brother and sister in the Philippines invented a lamp that runs entirely on metal and salt water.	2015-07-30 13:03:00	24924
Upworthy	354522044588660_1061745950532929		2015-07-30 12:01:00	5262
Upworthy	354522044588660_1062156283825229	Meet the incredible 8-year-old who just got two brand-new REAL hands.	2015-07-30 11:05:00	16196
Upworthy	354522044588660_1061703860537138	These 11 images show just how to respond when a hate group tries to set up shop near your home.	2015-07-30 10:06:00	15331
Upworthy	354522044588660_1061836670523857	16-year-old French girl may be headed for the MLB	2015-07-30 09:05:01	9615
Upworthy	354522044588660_1061835657190625	One of America's Top Universities Is Ditching the SAT to Boost Student Enrollment	2015-07-30 08:02:01	4065
Upworthy	354522044588660_1061714390536085	580 baby sea turtles just got a head-start on life thanks to the U.S. Coast Guard.	2015-07-30 01:02:01	34279
Upworthy	354522044588660_1061145993926258	#TheEmptyChair Highlights Why Some Women Stay Silent About Sexual Assault	2015-07-30 00:10:00	3258
Upworthy	354522044588660_1061711147203076	It's hard being trans. It's even harder when you can't find a doctor. A new site hopes to fix that.	2015-07-29 23:09:00	3214
Upworthy	354522044588660_1061805067193684	Most businesses watch 1 bottom line. This one keeps an eye on 3. That's why people love 'em.	2015-07-29 22:01:01	1429
Upworthy	354522044588660_1061146300592894	Somebody Put a Camera on a Toy Car and Drove It Into a Pride of Lions	2015-07-29 20:01:01	15528
Upworthy	354522044588660_1061804140527110	A powerful poem about race and gender shows us what we lose if we can't speak for ourselves.	2015-07-29 19:01:00	1803
Upworthy	354522044588660_1061746170532907	Imagine if we obsessed over star teachers like we do with athletes. That's what 'Key & Peele' did.	2015-07-29 17:55:01	14336
Upworthy	354522044588660_1061726847201506	5 Planned Parenthood services that aren't the least bit controversial	2015-07-29 17:01:00	22470
Upworthy	354522044588660_1061725350534989	The Iran deal as explained by Jack Black, Morgan Freeman, and people who actually know about it	2015-07-29 16:01:01	11644
Upworthy	354522044588660_1058346384206219	He calls himself Big Cat Derek, and he makes some of the Internet's most addictive Vines.	2015-07-29 15:00:01	2055
Upworthy	354522044588660_1061619107212280	Millennials cry happy tears as 'Reading Rainbow' debuts on Netflix.	2015-07-29 14:31:01	45849
Upworthy	354522044588660_1061617727212418	When a pilot with no arms met a 3-year-old girl with no arms, the world's best hug occurred.	2015-07-29 13:48:00	15990
Upworthy	354522044588660_1061584590549065	5 magical mind tricks to help you declutter your home	2015-07-29 13:02:48	7031
Upworthy	354522044588660_1060356380671886	Unable to tie shoes, a 16-year-old with cerebral palsy wrote to Nike. They came through big time.	2015-07-29 12:31:01	18663
Upworthy	354522044588660_1060801597294031	Real-life superheroes rescued a whale after she stranded herself on a rocky shore.	2015-07-29 10:03:01	11346
Upworthy	354522044588660_1061484477225743	A boy asked his mailman for junk mail so he could practice reading. He didn't get his exact request.	2015-07-29 09:15:00	17539
Upworthy	354522044588660_1061145720592952	My life of insufficient funds: Why is admitting you're on public assistance so painful?	2015-07-29 08:34:00	2667
Upworthy	354522044588660_1061145433926314	Boy Scouts of America Will Finally End Its Ban on Gay Leaders	2015-07-29 00:33:01	8927
Upworthy	354522044588660_1061125863928271	Her son died at age 14. 23 years after donating his heart, she got to hear it beat again.	2015-07-28 22:01:00	11980
Upworthy	354522044588660_1061125687261622	Would you buy a diamond that was grown in a lab?	2015-07-28 19:01:00	3961
Upworthy	354522044588660_1060439617330229	Last Year's Country Clubs Could Be Next Year's Renewable Energy Hubs	2015-07-28 18:01:01	4810
Upworthy	354522044588660_1060788830628641	Ever wonder what kind of men harass women online? Researchers found out.	2015-07-28 17:02:00	1952
Upworthy	354522044588660_1061050990602425	Here are 4 quick tips to being a better friend to trans people.	2015-07-28 16:01:00	2856
Upworthy	354522044588660_1061045657269625	What is 'vocal fry,' and why doesn't anyone care when men talk like that?	2015-07-28 15:00:46	7484
Upworthy	354522044588660_1060439420663582	6 Things I Wish I Had Never Told My Children	2015-07-28 14:01:00	7385
Upworthy	354522044588660_1060904203950437	Jen Welter was just hired as the NFL's first-ever female coaching intern.	2015-07-28 12:45:00	13625
Upworthy	354522044588660_1060852817288909	The next time someone uses the R-word in front of you, quote NFL star Joe Haden. He nailed it.	2015-07-28 11:30:02	12709
Upworthy	354522044588660_1060354767338714	What's it like living with mental illness? Ask Wil Wheaton.	2015-07-28 10:03:00	14087
Upworthy	354522044588660_1060781867296004	The 9 teachers who just received awards from the White House were all in the U.S. illegally.	2015-07-28 09:15:01	41641
Upworthy	354522044588660_1060439177330273	See Photos of Veterans Going Shirtless for a Cause	2015-07-28 08:31:00	22685
Upworthy	354522044588660_1060438777330313	Teen's Kind Act Is 'A Little Touch Of Heaven' To The Elderly Woman He Helped	2015-07-28 00:33:01	8009
Upworthy	354522044588660_1058562207517970	The Moving Experience One Mom Had When Her Postpartum Body Photos Went Viral	2015-07-27 20:01:01	14537
Upworthy	354522044588660_1060224700685054	This CEO knows how hard it is to be a new dad. So he changed one company policy in a big way.	2015-07-27 19:03:00	16256
Upworthy	354522044588660_1060229307351260	A 5th-grader made a discovery about stuffed animals and germs. It landed her in a medical journal.	2015-07-27 17:03:01	16857
Upworthy	354522044588660_1060353474005510	2 things you need to know to save someone's life, set to the beat of 'Stayin' Alive.' CPR is groovy.	2015-07-27 16:01:01	1343
Upworthy	354522044588660_1060340624006795	At age 10, he won a gold medal at the Special Olympics. Now he's one of the best players in the NFL.	2015-07-27 15:03:01	9633
Upworthy	354522044588660_1058562050851319	Love Puppies? Then Here's Why You Shouldn't Buy Them	2015-07-27 14:01:00	1177
Upworthy	354522044588660_1058555324185325	It's not a bus stop, it's Pittsburgh's smallest jazz club. OK, it's both.	2015-07-27 13:01:01	657
Upworthy	354522044588660_1060065454034312		2015-07-27 11:01:01	4916
Upworthy	354522044588660_1058350004205857	A new video game lets players experience what drug companies do to turn a tidy profit.	2015-07-27 10:03:00	1528
Upworthy	354522044588660_1058562560851268	Hawaii woman opens her house to the homeless — quite literally	2015-07-27 08:38:01	6043
Upworthy	354522044588660_1058561667518024	Why Are 8-Years-Olds Already Hating Their Bodies?	2015-07-27 00:36:01	1254
Upworthy	354522044588660_1058554540852070	7 things that doodling does for you that will probably make you want to start doodling again	2015-07-26 22:01:00	4953
Upworthy	354522044588660_1058561400851384	America's First Transgender Modeling Agency Is Set to Launch This Summer	2015-07-26 20:01:01	1546
Upworthy	354522044588660_1058554304185427	These inmates are saving retired race horses. Or is it the other way around?	2015-07-26 19:01:00	5924
Upworthy	354522044588660_1058561064184751	Introducing StemBox, Birchbox's Super Smart Little Sister	2015-07-26 18:01:00	2727
Upworthy	354522044588660_1058489137525277	The totally slimy, completely dishonest way some companies are getting rich in 2015.	2015-07-26 17:01:00	7115
Upworthy	354522044588660_1058432540864270	Here's 2 minutes of absolute truth about political revolution from Russell Brand.	2015-07-26 15:00:01	8083
Upworthy	354522044588660_1058560840851440	Watch a Devoted Keeper Hand-Feed an Endangered Penguin Chick	2015-07-26 14:01:01	965
Upworthy	354522044588660_1058481944192663	Artists got fed up with these 'anti-homeless spikes.' So they made them a bit more ... comfy.	2015-07-26 13:01:00	44914
Upworthy	354522044588660_1058349280872596	A Boston bus driver surprised passengers with an unscheduled stop — for lemonade.	2015-07-26 10:06:00	4584
Upworthy	354522044588660_1058560684184789	What Your Favorite Songs Can Tell You About The Way Your Brain Works	2015-07-26 08:34:00	2747
Upworthy	354522044588660_1058560530851471	Retailers are missing out on a $9 billion opportunity	2015-07-26 00:33:01	24585
Upworthy	354522044588660_1058556217518569	From a basic burger to endangered species, this virtual restaurant wants you to have it all.	2015-07-25 22:01:00	169
Upworthy	354522044588660_1057919677582223	Will Educate Girls for Food: A Plan to Fight Poverty and Illiteracy Is Helping Egypt	2015-07-25 20:01:01	3242
Upworthy	354522044588660_1058552300852294	Dolly asked a thief to return her stolen trike in the newspaper. Her community responded graciously.	2015-07-25 19:01:00	9275
Upworthy	354522044588660_1057919510915573	Mira The Pit Bull Spent 4 Years In A Shelter. Now She's A Poster Dog For Hope	2015-07-25 18:01:00	3765
Upworthy	354522044588660_1058482594192598	Here's a version of Woody Guthrie's 'This Land Is Your Land' that might just light you right up.	2015-07-25 17:09:00	5451
Upworthy	354522044588660_1058348544206003	Rhinos are becoming their own security systems with technology to scare away poachers.	2015-07-25 15:01:00	13069
Upworthy	354522044588660_1057919327582258	A Tiny Plant That Feeds the Oceans' Biggest Creatures Could Be Wiped Out by Climate Change	2015-07-25 14:01:00	1051
Upworthy	354522044588660_1058347414206116	Many survivors of abuse suffer in silence. She used her Make-A-Wish to help change that.	2015-07-25 13:00:01	6644
Upworthy	354522044588660_1058550264185831	If your nude photos are posted online without your permission, Microsoft and Google want to know.	2015-07-25 10:01:01	7258
Upworthy	354522044588660_1057919230915601	This Genius Woman Nailed A Major Double Standard About Food And Our Bodies	2015-07-25 08:31:00	1748
Upworthy	354522044588660_1057921567582034	This bionic eye implant is restoring people's sight	2015-07-25 00:33:00	4895
Upworthy	354522044588660_1057917560915768	Unselfish Selfies: 67-Year-Old Retiree Vows to Make India's Streets Safer	2015-07-24 23:01:00	1500
Upworthy	354522044588660_1058357037538487	Turns out, everybody says 'huh' — or at least something pretty darn close.	2015-07-24 22:04:00	2362
Upworthy	354522044588660_1057918887582302	Watch And Sob As Everyone From Toddlers To 100-Year-Olds Talk About How They'd Change The World	2015-07-24 20:02:01	774
Upworthy	354522044588660_1058549347519256	Evenflo's new car seat is designed to help remember the baby in the car. Here's how it works.	2015-07-24 19:06:00	10303
Upworthy	354522044588660_1057918760915648	You Have To See The First Trailer Of 'Freeheld' With Julianne Moore And Ellen Page	2015-07-24 18:01:00	6075
Upworthy	354522044588660_1057773074263550	How do we end HIV/AIDS? Start by treating people as humans, not criminals.	2015-07-24 17:01:00	1315
Upworthy	354522044588660_1058481447526046	Kristen Bell called a little girl with brain cancer as Anna from 'Frozen,' and her dad taped it all.	2015-07-24 16:22:16	43136
Upworthy	354522044588660_1058420470865477	A young girl narrates her story of being sold for sex and wondering why hotel workers did nothing.	2015-07-24 15:01:01	10152
Upworthy	354522044588660_1058410930866431	An Indian politician says Britain owes reparations to its colonies, and his message is going viral.	2015-07-24 13:52:17	5409
Upworthy	354522044588660_1057839807590210	The hottest TV show in Palestine right now? A soap opera. About Jews. That's progress.	2015-07-24 13:01:00	2587
Upworthy	354522044588660_1058352400872284	This public pool is completely chlorine-free. It's also the first of its kind in the U.S.	2015-07-24 12:01:00	45578
Upworthy	354522044588660_1057070961000428	Some people who have autism and Asperger's think in pictures. Kinda like Google Images.	2015-07-24 10:01:00	17634
Upworthy	354522044588660_1057920917582099	These condoms spread awareness about endangered animals	2015-07-24 08:31:01	729
Upworthy	354522044588660_1057287277645463	Mexican Poachers Ignore Fishing Ban as the World's Most Endangered Porpoise Nears Extinction	2015-07-24 00:33:01	938
Upworthy	354522044588660_1056076077766583	7 Fun Artworks Inspired by Wild Animals	2015-07-23 23:01:00	435
Upworthy	354522044588660_1057913010916223	5 cute animals that take therapy to a whole new level	2015-07-23 22:01:00	2151
Upworthy	354522044588660_1057287127645478	This Mom Empowers Daughter With Homemade Superhero Dolls (Image Gallery)	2015-07-23 20:01:01	11337
Upworthy	354522044588660_1057912867582904	A convicted felon couldn't get anyone to take a chance and hire him. Until one company did.	2015-07-23 19:01:01	16517
Upworthy	354522044588660_1057920190915505	Welfare recipient drug testing brings shocking results	2015-07-23 18:01:00	22303
Upworthy	354522044588660_1057284214312436	Does cancer follow the rules of math? This scientist certainly thinks so — and she's onto something.	2015-07-23 17:01:01	6489
Upworthy	354522044588660_1057887304252127	Astronomers just spotted Earth's 'older, bigger cousin.' And it's incredible.	2015-07-23 16:32:36	9027
Upworthy	354522044588660_1057198144321043	A woman with a disability gets real about dating and sex. She's funny and honest.	2015-07-23 16:06:01	5140
Upworthy	354522044588660_1056511191056405	What's happening now with the recent Ebola outbreak in West Africa? Time to start building a future.	2015-07-23 15:01:00	398
Upworthy	354522044588660_1056743847699806	Stephen Hawking launches a $100M quest to solve a big mystery	2015-07-23 14:01:01	7010
Upworthy	354522044588660_1057217307652460	If not having enough to make ends meet makes you feel low, her cathartic poem will really resonate.	2015-07-23 13:01:01	2276
Upworthy	354522044588660_1057673537606837		2015-07-23 11:01:00	12138
Upworthy	354522044588660_1057301357644055	A selfie stick saved this girl from a riptide. In case you forget yours, here's how to stay safe.	2015-07-23 10:01:01	3697
Upworthy	354522044588660_1057677960939728	She's the first woman aged 50 to play a Bond girl, and she knows it's a big [censored] deal.	2015-07-23 09:29:37	97733
Upworthy	354522044588660_1057290400978484	Viral photo of shelter dogs hugging leads to amazing outcome	2015-07-23 08:31:00	10733
Upworthy	354522044588660_1057286697645521	Meet the hitchhiking robot traveling across the U.S.A. to test whether humans can be trusted.	2015-07-23 00:39:00	6058
Upworthy	354522044588660_1057286884312169	Art Exhibit Gives Blind People a Vision of the Mona Lisa	2015-07-22 23:01:00	2463
Upworthy	354522044588660_1057224187651772	In the '90s, two companies were using the same motto. They arm wrestled to see who got to keep it.	2015-07-22 22:01:01	1539
Upworthy	354522044588660_1056744161033108	See How Many Sweatshop-Made Clothes Get Trashed Every Two Minutes	2015-07-22 20:30:00	918
Upworthy	354522044588660_1057334000974124	MTV decided to make a bunch of white kids talk about whiteness. And it may have helped them.	2015-07-22 19:45:01	4854
Upworthy	354522044588660_1057223670985157	See the surfboard that reads the ocean in a way many scientists haven't been able to.	2015-07-22 19:01:00	1001
Upworthy	354522044588660_1056744094366448	Golden Girls Send Gifts From Heaven To LGBT Youth	2015-07-22 18:01:01	21806
Upworthy	354522044588660_1056672327706958	5 household items to have on hand in case of an earthquake	2015-07-22 17:10:01	2748
Upworthy	354522044588660_1057259750981549	We have a huge moon ... and 5 other reasons that prove Earth is totally boss.	2015-07-22 16:45:01	2815
Upworthy	354522044588660_1057219510985573	A man and his daughter did 39 random acts of kindness for their birthdays. Heartwarming!	2015-07-22 16:09:00	11985
Upworthy	354522044588660_1056441847730006	A new study found the unintended way legalized marijuana is likely preventing overdose deaths.	2015-07-22 15:20:00	9491
Upworthy	354522044588660_1057198714320986	Maybe you don't text while driving. But if you even pick up your phone, you want to watch this.	2015-07-22 14:12:16	19047
Upworthy	354522044588660_1057048094336048	7 real ladies get real about swimsuit shopping	2015-07-22 13:04:01	6223
Upworthy	354522044588660_1056550261052498	4 things you should do when you're told 'Black Lives Matter'	2015-07-22 10:00:01	3730
Upworthy	354522044588660_1056743577699833	The Daily Wild: Nature's Most Incredible Creatures	2015-07-22 08:31:01	456
Upworthy	354522044588660_1056075564433301	Watch this baby great horned owl return to the wild	2015-07-22 00:25:01	988
Upworthy	354522044588660_1056697421037782	What's better than a vending machine full of snacks? One that's full of books. For free!	2015-07-21 22:01:00	18531
Upworthy	354522044588660_1056076211099903	Here's Why We Love Faatimah Knight, The Muslim 23-Year-Old Raising Money For Burned Black Churches	2015-07-21 20:33:01	7536
Upworthy	354522044588660_1056721971035327	The man who introduced us to climate change just issued a dire warning about sea levels in New York.	2015-07-21 19:49:32	6725
Upworthy	354522044588660_1056406877733503	A study reveals a painful truth behind a story about Chris Rock's neighbors.	2015-07-21 19:00:01	9073
Upworthy	354522044588660_1056603271047197	No one knew how to help him during a panic attack, so this autistic man made an app to tell them.	2015-07-21 18:00:00	19571
Upworthy	354522044588660_1056510247723166	Her parents died of Ebola. Less than a year later, she's thriving.	2015-07-21 17:01:00	3927
Upworthy	354522044588660_1056122787761912	How this NYC airport is changing the game for pet travel	2015-07-21 16:01:00	8163
Upworthy	354522044588660_1056006487773542	The longest floating structure in history is about to hit the ocean. It might fix a big problem.	2015-07-21 15:06:00	32282
Upworthy	354522044588660_1056075924433265	Plus-sized model unknowingly becomes magazine's cover star -- and makes history	2015-07-21 14:02:01	11892
Upworthy	354522044588660_1056019577772233	It started with a futon in a dumpster. Now it's a student org that's changing the way we see waste.	2015-07-21 13:01:01	26235
Upworthy	354522044588660_1055990941108430		2015-07-21 11:01:00	41872
Upworthy	354522044588660_1056005294440328	Finland is really good at keeping babies alive. Here's one reason why.	2015-07-21 10:00:01	26706
Upworthy	354522044588660_1056075694433288	One Man's Trash: Seeing Beauty in How Plastic Pollutes World Beaches	2015-07-21 08:26:00	1061
Upworthy	354522044588660_1053568518017339	Rescue Of Adorable Pit Bull Puppies From Under California House Caught On Camera	2015-07-21 00:33:01	4691
Upworthy	354522044588660_1054193627954828	23-year-old hasn't produced any trash in two years	2015-07-20 23:01:01	17681
Upworthy	354522044588660_1056071891100335	Watch the hilarious star of 'Jurassic World' get a lesson on dinosaurs.	2015-07-20 22:01:01	2291
Upworthy	354522044588660_1056001627774028	Timeline Photos	2015-07-20 21:00:00	18211
Upworthy	354522044588660_1054194394621418	5 Of The Most Stunning Natural Waterfalls And Pools	2015-07-20 20:01:01	9349
Upworthy	354522044588660_1056040014436856	The remarkable way 3D printers are saving lives in refugee camps	2015-07-20 19:01:01	2284
Upworthy	354522044588660_1054194114621446	Tennessee's New Drunk Driving Campaign Is Overflowing With Sexist Garbage	2015-07-20 18:01:01	867
Upworthy	354522044588660_1053236004717257	He wanted to bring his traditions from El Salvador to the U.S. — so he started a cooperative farm.	2015-07-20 17:01:00	8436
Upworthy	354522044588660_1056011631106361	Lorde just told her 2.7 million Instagram followers about an amazing chef who's paying it forward.	2015-07-20 16:14:32	3971
Upworthy	354522044588660_1055898617784329	It's odd that as concerned as we are about taxes, many don't blink an eye when it comes to stadiums.	2015-07-20 15:06:00	6204
Upworthy	354522044588660_1054193861288138	Obama in Prison: Why He's Lucky He Went as President, Not as a Pot Convict	2015-07-20 14:01:01	6386
Upworthy	354522044588660_1053921401315384	Watch 9 kids demonstrate why grown-ups need to stop asking, 'Is race still a factor?'	2015-07-20 13:09:00	6153
Upworthy	354522044588660_1055800447794146	Shark attacks are scary, but here are some facts to keep things in perspective.	2015-07-20 11:04:01	2196
Upworthy	354522044588660_1054202641287260	3 reasons why all the adults you know have started coloring again.	2015-07-20 09:12:56	49040
Upworthy	354522044588660_1054672974573560	'Regular' schooling isn't preventing dropouts, but alternative education could. So what are we...	2015-07-20 06:38:01	3288
Upworthy	354522044588660_1054672044573653	Move over, 5Ks. Earthathon is a 25,000-mile race with a digital twist.	2015-07-20 04:35:01	837
Upworthy	354522044588660_1054671397907051	Between skydiving at 82 and life perspectives that won't quit, Dylis could teach us a thing or two.	2015-07-20 02:33:01	2827
Upworthy	354522044588660_1054193347954856	One of the World's Most Religious Countries Is Now a Leader for Transgender Rights	2015-07-20 00:31:01	14190
Upworthy	354522044588660_1054212887952902	Testing for HIV is now as easy as seeing if you're pregnant.	2015-07-19 22:01:00	3129
Upworthy	354522044588660_1054192454621612	Punk Rock Pre-School Is A Thing And I Want To Go	2015-07-19 20:01:01	5378
Upworthy	354522044588660_1053925231315001	I struggle with not getting enough sleep sometimes. Here's why that's bad and how to maybe fix it.	2015-07-19 19:10:00	2482
Upworthy	354522044588660_1054229757951215	E-readers make reading easier, but they're bad for our eyes. Google and Amazon have a solution.	2015-07-19 17:01:01	1377
Upworthy	354522044588660_1054221677952023	Rescue puppy Pegasus wasn't expected to live long. A time-lapse shows her life 6 months later.	2015-07-19 16:01:01	7056
Upworthy	354522044588660_1054191084621749	See the Beautiful Photos That Give Bullying a Black Eye	2015-07-19 14:01:00	1432
Upworthy	354522044588660_1054219091285615	American Eagle underwear had an increase in sales. These 10 unretouched pics are maybe a clue why.	2015-07-19 13:01:01	55239
Upworthy	354522044588660_1054600247914166	Police went undercover to catch criminals. Their failure was inspiring.	2015-07-19 11:30:01	31228
Upworthy	354522044588660_1053573864683471	45 honest, heartbreaking, and heartwarming responses to 'Be a man'	2015-07-19 10:01:00	3880
Upworthy	354522044588660_1054190014621856	This 20Something Is Fighting Homophobia In Missouri In The Best Possible Way	2015-07-19 08:31:01	7785
Upworthy	354522044588660_1054187821288742	'That's Not Cool' campaign educates teens on dating violence	2015-07-19 00:31:00	1942
Upworthy	354522044588660_1054213924619465	Throwing people in jail didn't help, so this chief found a better way to help addicts recover.	2015-07-18 22:01:01	23221
Upworthy	354522044588660_1053570601350464	One Direction Have A Plan For Saving The World -- But They Need Your Help	2015-07-18 20:01:01	1325
Upworthy	354522044588660_1054213714619486	As union membership declined, what happened to wages?	2015-07-18 19:01:01	3547
Upworthy	354522044588660_1053570488017142	Siri shuts down anyone who tries to call Caitlyn Jenner Bruce	2015-07-18 18:01:01	12055
Upworthy	354522044588660_1054230621284462	Some people think technology cuts us off from each other. This guy says: Not a chance.	2015-07-18 17:01:00	1961
Upworthy	354522044588660_1054115777962613	9 things to know about kids in foster care. Plus an unforgettable view into their lives.	2015-07-18 15:00:00	11805
Upworthy	354522044588660_1053570334683824	Malala Fan Art Is A Thing, And It's Beautiful	2015-07-18 14:01:01	3737
Upworthy	354522044588660_1054582917915899	5-year-old saves baby from peril, dressed as Batman. This is not pretend. It really happened.	2015-07-18 11:32:55	32131
Upworthy	354522044588660_1053919677982223	At age 11, his parents 'returned' him. This is the orphan experience we don't often hear about.	2015-07-18 10:01:01	4518
Upworthy	354522044588660_1053987851308739	Jennifer Lawrence will make more money than Chris Pratt in their new movie. That's huge.	2015-07-18 09:08:23	21506
Upworthy	354522044588660_1053570098017181	Brad Pitt, Bill Maher slam Costco, speak up for caged hens	2015-07-18 08:31:00	11672
Upworthy	354522044588660_1053569981350526	One Man's Quest to Restore Fish Populations, a Handful at a Time	2015-07-18 00:31:01	1601
Upworthy	354522044588660_1054231151284409	This odd commonality between kids and birds could be a major neuroscience breakthrough.	2015-07-17 22:01:01	2042
Upworthy	354522044588660_1053569911350533	You Have To Read This Heartbreaking Story a Nurse Tells About the Importance of Same-Sex Marriage	2015-07-17 20:02:00	3776
Upworthy	354522044588660_1053547901352734	6 superhero life lessons you don't need a cape to love	2015-07-17 19:01:00	1470
Upworthy	354522044588660_1054192294621628	'Ukuleles for Peace' brings Jewish and Arab teens together in Hawaii - AOL.com	2015-07-17 18:01:01	7417
Upworthy	354522044588660_1054088034632054	9 people who put a human face on the student debt crisis	2015-07-17 17:04:00	3564
Upworthy	354522044588660_1053234264717431	Farms may be dwindling, but a closer look shows a determined few defying the trend.	2015-07-17 15:01:01	8234
Upworthy	354522044588660_1053568454684012	9 Teens Changing The World In 2015	2015-07-17 14:01:01	458
Upworthy	354522044588660_1052745514766306		2015-07-17 13:01:00	7916
Upworthy	354522044588660_1053568371350687	The Road of the Future Might Be Made From Plastic Trash	2015-07-17 12:01:00	14468
Upworthy	354522044588660_1053313484709509	This woman doesn't want to rescue dogs. She wants to make sure their owners never give them away.	2015-07-17 11:13:00	9894
Upworthy	354522044588660_1053956607978530	A Georgia artist came up with a hilarious idea for improving a notorious Confederate monument.	2015-07-17 09:55:01	6768
